Season,Round,TrackType,Circuit,Weather,Rainfall,Driver,Team,GridPosition,FinishingPosition,Q1,Q2,Q3,MeanDeltaQ1,MeanDeltaQ2,MeanDeltaQ3
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,STR,Racing Point,16,10,106,105.047,1000,0.3362105263157815,0.7322857142857089,896.0679
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,NOR,McLaren,11,11,106.154,104.847,1000,0.4902105263157779,0.532285714285706,896.0679
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,MAG,Haas F1 Team,8,12,105.839,104.738,105.086,0.17521052631578016,0.4232857142857114,1.1539000000000073
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,GRO,Haas F1 Team,9,13,105.694,104.797,1000,0.030210526315784136,0.4822857142857089,896.0679
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,RIC,Renault,10,14,105.56,104.103,104.257,-0.103789474,-0.211714286,0.32490000000001373
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,RUS,Williams,14,15,107.548,1000,1000,1.8842105263157833,895.6852857142857,896.0679
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,RAI,Alfa Romeo Racing,6,16,105.842,104.14,104.557,0.17821052631578027,-0.174714286,0.6249000000000109
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,KUB,Williams,0,17,1000,1000,1000,894.3362105263158,895.6852857142857,896.0679
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,GIO,Alfa Romeo Racing,18,18,105.637,1000,1000,-0.026789474,895.6852857142857,896.0679
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,SAI,McLaren,15,19,106.507,1000,1000,0.8432105263157865,895.6852857142857,896.0679
2019,13,High-Circuit,Spa-Francorchamps,17.4,0,VER,Red Bull Racing,5,20,104.622,104.132,103.69,-1.041789474,-0.182714286,-0.2421
2019,14,High-Circuit,Monza,21.0972973,0,LEC,Ferrari,1,1,80.126,79.553,79.307,-0.553684211,-0.716933333,-0.379714286
2019,14,High-Circuit,Monza,21.0972973,0,BOT,Mercedes,3,2,80.156,80.018,79.354,-0.523684211,-0.251933333,-0.332714286
2019,14,High-Circuit,Monza,21.0972973,0,HAM,Mercedes,2,3,80.27199999999999,79.464,79.346,-0.407684211,-0.805933333,-0.340714286
2019,14,High-Circuit,Monza,21.0972973,0,RIC,Renault,5,4,80.374,79.833,79.839,-0.305684211,-0.436933333,0.15228571428571058
2019,14,High-Circuit,Monza,21.0972973,0,HUL,Renault,6,5,80.155,80.275,80.049,-0.524684211,0.005066666666678543,0.36228571428571854
2019,14,High-Circuit,Monza,21.0972973,0,ALB,Red Bull Racing,8,6,80.382,80.021,1000,-0.297684211,-0.248933333,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,PER,Racing Point,18,7,81.291,1000,1000,0.6113157894736787,919.7300666666666,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,VER,Red Bull Racing,19,8,1000,1000,1000,919.3203157894736,919.7300666666666,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,GIO,Alfa Romeo Racing,10,9,80.657,80.517,1000,-0.022684211,0.24706666666666877,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,NOR,McLaren,16,10,80.646,81.068,1000,-0.033684211,0.7980666666666707,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,GAS,Toro Rosso,17,11,80.508,81.125,1000,-0.171684211,0.8550666666666729,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,STR,Racing Point,9,12,80.643,80.498,1000,-0.036684211,0.22806666666667752,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,VET,Ferrari,4,13,80.378,79.715,79.457,-0.301684211,-0.554933333,-0.229714286
2019,14,High-Circuit,Monza,21.0972973,0,RUS,Williams,14,14,81.8,1000,1000,1.120315789473679,919.7300666666666,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,RAI,Alfa Romeo Racing,0,15,80.634,80.515,1000,-0.045684211,0.24506666666667343,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,GRO,Haas F1 Team,13,16,80.78399999999999,1000,1000,0.1043157894736737,919.7300666666666,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,KUB,Williams,15,17,82.356,1000,1000,1.6763157894736764,919.7300666666666,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,MAG,Haas F1 Team,11,18,80.616,80.615,1000,-0.063684211,0.34506666666666774,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,KVY,Toro Rosso,12,19,80.723,80.63,1000,0.043315789473680866,0.3600666666666683,920.3132857142857
2019,14,High-Circuit,Monza,21.0972973,0,SAI,McLaren,7,20,80.413,80.202,80.455,-0.266684211,-0.067933333,0.7682857142857102
2019,15,Low-Street,Singapore,29.965161290322584,0,VET,Ferrari,3,1,98.374,96.72,96.437,-0.854052632,-1.2055,-0.767777778
2019,15,Low-Street,Singapore,29.965161290322584,0,LEC,Ferrari,1,2,98.014,96.65,96.217,-1.214052632,-1.2755,-0.987777778
2019,15,Low-Street,Singapore,29.965161290322584,0,VER,Red Bull Racing,4,3,98.54,97.089,96.813,-0.688052632,-0.8365,-0.391777778
2019,15,Low-Street,Singapore,29.965161290322584,0,HAM,Mercedes,2,4,97.565,96.933,96.408,-1.663052632,-0.9925,-0.796777778
2019,15,Low-Street,Singapore,29.965161290322584,0,BOT,Mercedes,5,5,97.317,97.142,97.146,-1.911052632,-0.7835,-0.058777778
2019,15,Low-Street,Singapore,29.965161290322584,0,ALB,Red Bull Racing,6,6,99.106,97.865,97.411,-0.122052632,-0.0605,0.2062222222222232
2019,15,Low-Street,Singapore,29.965161290322584,0,NOR,McLaren,9,7,98.606,97.572,98.329,-0.622052632,-0.3535,1.1242222222222154
2019,15,Low-Street,Singapore,29.965161290322584,0,GAS,Toro Rosso,11,8,99.085,98.699,1000,-0.143052632,0.7734999999999843,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,HUL,Renault,8,9,99.001,98.58,98.264,-0.227052632,0.6544999999999845,1.0592222222222176
2019,15,Low-Street,Singapore,29.965161290322584,0,GIO,Alfa Romeo Racing,10,10,99.272,98.697,1000,0.043947368421058286,0.771499999999989,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,GRO,Haas F1 Team,17,11,100.277,1000,1000,1.0489473684210537,902.0745,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,SAI,McLaren,7,12,98.882,97.982,97.818,-0.346052632,0.05649999999998556,0.6132222222222197
2019,15,Low-Street,Singapore,29.965161290322584,0,STR,Racing Point,16,13,99.979,1000,1000,0.7509473684210519,902.0745,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,RIC,Renault,20,14,1000,1000,1000,900.771947368421,902.0745,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,KVY,Toro Rosso,14,15,99.957,1000,1000,0.7289473684210463,902.0745,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,KUB,Williams,19,16,101.186,1000,1000,1.9579473684210598,902.0745,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,MAG,Haas F1 Team,13,17,99.942,99.65,1000,0.7139473684210458,1.724499999999992,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,RAI,Alfa Romeo Racing,12,18,99.454,98.858,1000,0.22594736842104624,0.9324999999999903,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,PER,Racing Point,15,19,99.909,98.52,1000,0.6809473684210587,0.5944999999999823,902.7952222222223
2019,15,Low-Street,Singapore,29.965161290322584,0,RUS,Williams,18,20,100.867,1000,1000,1.6389473684210571,902.0745,902.7952222222223
2019,16,High-Circuit,Sochi,22.02977099236641,0,HAM,Mercedes,2,1,93.23,93.134,92.03,-1.5116,-0.4136,-0.7343
2019,16,High-Circuit,Sochi,22.02977099236641,0,BOT,Mercedes,4,2,93.413,93.281,92.632,-1.3286,-0.2666,-0.1323
2019,16,High-Circuit,Sochi,22.02977099236641,0,LEC,Ferrari,1,3,93.613,92.434,91.628,-1.1286,-1.1136,-1.1363
2019,16,High-Circuit,Sochi,22.02977099236641,0,VER,Red Bull Racing,9,4,93.368,92.634,92.31,-1.3736,-0.9136,-0.4543
2019,16,High-Circuit,Sochi,22.02977099236641,0,ALB,Red Bull Racing,0,5,99.197,1000,1000,4.455400000000012,906.4524,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,SAI,McLaren,5,6,94.184,93.807,93.222,-0.5576,0.2593999999999994,0.45769999999998845
2019,16,High-Circuit,Sochi,22.02977099236641,0,PER,Racing Point,11,7,94.336,93.958,1000,-0.4056,0.41039999999999566,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,NOR,McLaren,7,8,94.201,93.725,93.301,-0.5406,0.17739999999999156,0.5366999999999962
2019,16,High-Circuit,Sochi,22.02977099236641,0,MAG,Haas F1 Team,13,9,93.889,94.082,1000,-0.8526,0.5343999999999909,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,HUL,Renault,6,10,94.236,93.898,93.289,-0.5056,0.3503999999999934,0.5246999999999957
2019,16,High-Circuit,Sochi,22.02977099236641,0,STR,Racing Point,14,11,94.287,94.233,1000,-0.4546,0.6854000000000013,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,KVY,Toro Rosso,19,12,99.544,1000,1000,4.802400000000006,906.4524,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,RAI,Alfa Romeo Racing,15,13,94.84,1000,1000,0.09840000000001226,906.4524,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,GAS,Toro Rosso,16,14,94.456,93.95,1000,-0.2856,0.4024000000000001,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,GIO,Alfa Romeo Racing,12,15,94.755,94.037,1000,0.013400000000004297,0.4894000000000034,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,KUB,Williams,18,16,96.474,1000,1000,1.7324000000000126,906.4524,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,RUS,Williams,17,17,95.356,1000,1000,0.6144000000000034,906.4524,907.2357
2019,16,High-Circuit,Sochi,22.02977099236641,0,VET,Ferrari,3,18,93.032,92.536,92.053,-1.7096,-1.0116,-0.7113
2019,16,High-Circuit,Sochi,22.02977099236641,0,RIC,Renault,10,19,94.138,93.862,93.661,-0.6036,0.314399999999992,0.8966999999999956
2019,16,High-Circuit,Sochi,22.02977099236641,0,GRO,Haas F1 Team,8,20,94.283,93.643,93.517,-0.4586,0.09539999999999793,0.7526999999999902
2019,17,High-Circuit,Suzuka,21.619354838709675,0,BOT,Mercedes,3,1,88.896,87.688,87.293,-0.476722222,-1.060333333,-0.6629
2019,17,High-Circuit,Suzuka,21.619354838709675,0,VET,Ferrari,1,2,88.988,88.174,87.064,-0.384722222,-0.574333333,-0.8919
2019,17,High-Circuit,Suzuka,21.619354838709675,0,HAM,Mercedes,4,3,88.735,87.826,87.30199999999999,-0.637722222,-0.922333333,-0.6539
2019,17,High-Circuit,Suzuka,21.619354838709675,0,ALB,Red Bull Racing,6,4,89.351,88.156,87.851,-0.021722222,-0.592333333,-0.1049
2019,17,High-Circuit,Suzuka,21.619354838709675,0,SAI,McLaren,7,5,89.018,88.577,88.304,-0.354722222,-0.171333333,0.3481000000000023
2019,17,High-Circuit,Suzuka,21.619354838709675,0,LEC,Ferrari,2,6,88.405,88.179,87.253,-0.967722222,-0.569333333,-0.7029
2019,17,High-Circuit,Suzuka,21.619354838709675,0,GAS,Toro Rosso,9,7,89.411,88.779,88.836,0.038277777777778965,0.030666666666675724,0.8800999999999988
2019,17,High-Circuit,Suzuka,21.619354838709675,0,PER,Racing Point,17,8,90.344,1000,1000,0.9712777777777717,911.2516666666667,912.0441
2019,17,High-Circuit,Suzuka,21.619354838709675,0,STR,Racing Point,12,9,89.594,89.345,1000,0.2212777777777717,0.5966666666666782,912.0441
2019,17,High-Circuit,Suzuka,21.619354838709675,0,KVY,Toro Rosso,14,10,89.723,89.563,1000,0.3502777777777766,0.8146666666666817,912.0441
2019,17,High-Circuit,Suzuka,21.619354838709675,0,NOR,McLaren,8,11,88.873,88.571,88.464,-0.499722222,-0.177333333,0.5080999999999989
2019,17,High-Circuit,Suzuka,21.619354838709675,0,RAI,Alfa Romeo Racing,13,12,89.636,89.358,1000,0.2632777777777733,0.6096666666666835,912.0441
2019,17,High-Circuit,Suzuka,21.619354838709675,0,GRO,Haas F1 Team,10,13,89.572,89.144,89.34100000000001,0.19927777777778033,0.3956666666666848,1.3851000000000084
2019,17,High-Circuit,Suzuka,21.619354838709675,0,GIO,Alfa Romeo Racing,11,14,89.604,89.254,1000,0.2312777777777768,0.5056666666666843,912.0441
2019,17,High-Circuit,Suzuka,21.619354838709675,0,MAG,Haas F1 Team,19,15,1000,1000,1000,910.6272777777777,911.2516666666667,912.0441
2019,17,High-Circuit,Suzuka,21.619354838709675,0,RUS,Williams,18,16,90.364,1000,1000,0.9912777777777819,911.2516666666667,912.0441
2019,17,High-Circuit,Suzuka,21.619354838709675,0,KUB,Williams,0,17,1000,1000,1000,910.6272777777777,911.2516666666667,912.0441
2019,17,High-Circuit,Suzuka,21.619354838709675,0,VER,Red Bull Racing,5,18,88.754,88.499,87.851,-0.618722222,-0.249333333,-0.1049
2019,17,High-Circuit,Suzuka,21.619354838709675,0,RIC,Renault,16,19,89.822,1000,1000,0.44927777777778033,911.2516666666667,912.0441
2019,17,High-Circuit,Suzuka,21.619354838709675,0,HUL,Renault,15,20,89.619,90.112,1000,0.24627777777777737,1.3636666666666741,912.0441
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,HAM,Mercedes,3,1,76.424,75.721,75.262,-0.9948,-0.759466667,-0.3659
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,VET,Ferrari,2,2,76.696,75.914,75.17,-0.7228,-0.566466667,-0.4579
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,BOT,Mercedes,6,3,77.062,75.852,75.338,-0.3568,-0.628466667,-0.2899
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,LEC,Ferrari,1,4,76.364,76.219,75.024,-1.0548,-0.261466667,-0.6039
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,ALB,Red Bull Racing,5,5,76.175,76.574,75.336,-1.2438,0.09353333333334035,-0.2919
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,VER,Red Bull Racing,4,6,75.949,76.136,74.758,-1.4698,-0.344466667,-0.8699
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,PER,Racing Point,11,7,77.465,76.687,1000,0.04619999999999891,0.2065333333333399,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,RIC,Renault,13,8,77.27,76.93299999999999,1000,-0.1488,0.452533333333335,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,GAS,Toro Rosso,10,9,77.065,76.679,76.586,-0.3538,0.19853333333334433,0.9581000000000017
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,HUL,Renault,12,10,77.608,76.885,1000,0.1891999999999996,0.4045333333333474,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,KVY,Toro Rosso,9,11,77.041,76.657,76.469,-0.3778,0.17653333333333876,0.8410999999999973
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,STR,Racing Point,16,12,78.065,1000,1000,0.6461999999999932,923.5195333333334,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,SAI,McLaren,7,13,77.044,76.267,76.014,-0.3748,-0.213466667,0.386099999999999
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,GIO,Alfa Romeo Racing,15,14,77.794,77.269,1000,0.37519999999999243,0.7885333333333477,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,MAG,Haas F1 Team,17,15,78.436,1000,1000,1.0172000000000025,923.5195333333334,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,RUS,Williams,19,16,78.82300000000001,1000,1000,1.404200000000003,923.5195333333334,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,GRO,Haas F1 Team,18,17,78.599,1000,1000,1.1801999999999992,923.5195333333334,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,KUB,Williams,20,18,80.179,1000,1000,2.7601999999999975,923.5195333333334,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,RAI,Alfa Romeo Racing,14,19,77.225,76.967,1000,-0.1938,0.48653333333334103,924.3721
2019,18,Mid-Circuit,Mexico City,23.203030303030303,0,NOR,McLaren,8,20,77.092,76.447,76.322,-0.3268,-0.033466667,0.6941000000000059
2019,19,Mid-Circuit,Austin,21.47557251908397,0,BOT,Mercedes,1,1,93.75,93.16,92.029,-0.39695,-0.364466667,-0.5993
2019,19,Mid-Circuit,Austin,21.47557251908397,0,HAM,Mercedes,5,2,93.454,93.045,92.321,-0.69295,-0.479466667,-0.3073
2019,19,Mid-Circuit,Austin,21.47557251908397,0,VER,Red Bull Racing,3,3,93.549,93.12,92.096,-0.59795,-0.404466667,-0.5323
2019,19,Mid-Circuit,Austin,21.47557251908397,0,LEC,Ferrari,4,4,93.988,92.76,92.137,-0.15895,-0.764466667,-0.4913
2019,19,Mid-Circuit,Austin,21.47557251908397,0,ALB,Red Bull Racing,6,5,93.984,92.898,92.548,-0.16295,-0.626466667,-0.0803
2019,19,Mid-Circuit,Austin,21.47557251908397,0,RIC,Renault,9,6,93.835,93.608,93.488,-0.31195,0.08353333333333524,0.8597000000000037
2019,19,Mid-Circuit,Austin,21.47557251908397,0,NOR,McLaren,8,7,93.353,93.316,93.175,-0.79395,-0.208466667,0.5467000000000013
2019,19,Mid-Circuit,Austin,21.47557251908397,0,SAI,McLaren,7,8,93.916,93.422,92.847,-0.23095,-0.102466667,0.21869999999999834
2019,19,Mid-Circuit,Austin,21.47557251908397,0,HUL,Renault,11,9,94.092,93.815,1000,-0.05495,0.29053333333332887,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,PER,Racing Point,0,10,95.808,1000,1000,1.661050000000003,906.4755333333334,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,RAI,Alfa Romeo Racing,17,11,94.369,1000,1000,0.22204999999999586,906.4755333333334,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,KVY,Toro Rosso,13,12,94.138,93.989,1000,-0.00895,0.46453333333333546,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,STR,Racing Point,14,13,93.921,94.1,1000,-0.22595,0.5755333333333255,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,GIO,Alfa Romeo Racing,16,14,94.226,1000,1000,0.07904999999999518,906.4755333333334,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,GRO,Haas F1 Team,15,15,94.161,94.158,1000,0.014049999999997453,0.6335333333333324,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,GAS,Toro Rosso,10,16,93.556,93.715,93.601,-0.59095,0.19053333333333455,0.9727000000000032
2019,19,Mid-Circuit,Austin,21.47557251908397,0,RUS,Williams,18,17,95.372,1000,1000,1.225049999999996,906.4755333333334,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,MAG,Haas F1 Team,12,18,93.812,93.979,1000,-0.33495,0.45453333333333035,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,KUB,Williams,19,19,95.889,1000,1000,1.7420499999999919,906.4755333333334,907.3717
2019,19,Mid-Circuit,Austin,21.47557251908397,0,VET,Ferrari,2,20,93.766,93.782,92.041,-0.38095,0.2575333333333276,-0.5873
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,VER,Red Bull Racing,1,1,68.242,67.503,67.508,-0.826368421,-1.007666667,-0.7007
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,GAS,Toro Rosso,6,2,68.909,68.77,68.837,-0.159368421,0.25933333333333053,0.6283000000000101
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,SAI,McLaren,20,3,1000,1000,1000,930.9316315789474,931.4893333333333,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,RAI,Alfa Romeo Racing,8,4,69.276,68.858,68.984,0.20763157894737105,0.3473333333333386,0.7753000000000014
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,GIO,Alfa Romeo Racing,12,5,69.175,68.919,1000,0.10663157894737196,0.40833333333333144,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,RIC,Renault,11,6,69.086,68.903,1000,0.017631578947373328,0.3923333333333403,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,HAM,Mercedes,3,7,68.614,68.088,67.699,-0.454368421,-0.422666667,-0.5097
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,NOR,McLaren,10,8,68.891,68.868,1000,-0.177368421,0.3573333333333295,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,PER,Racing Point,15,9,69.288,69.035,1000,0.2196315789473715,0.5243333333333311,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,KVY,Toro Rosso,16,10,69.32,1000,1000,0.251631578947368,931.4893333333333,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,MAG,Haas F1 Team,9,11,68.875,68.803,69.037,-0.193368421,0.2923333333333318,0.8283000000000129
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,RUS,Williams,18,12,70.126,1000,1000,1.0576315789473796,931.4893333333333,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,GRO,Haas F1 Team,7,13,69.197,68.705,68.854,0.12863157894737753,0.1943333333333328,0.645300000000006
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,ALB,Red Bull Racing,5,14,68.503,68.117,67.935,-0.565368421,-0.393666667,-0.2737
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,HUL,Renault,13,15,69.05,68.92099999999999,1000,-0.018368421,0.4103333333333268,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,KUB,Williams,19,16,70.614,1000,1000,1.5456315789473791,931.4893333333333,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,VET,Ferrari,2,17,68.556,68.05,67.631,-0.512368421,-0.460666667,-0.5777
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,LEC,Ferrari,14,18,68.496,67.888,67.728,-0.572368421,-0.622666667,-0.4807
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,STR,Racing Point,17,19,69.536,1000,1000,0.46763157894737617,931.4893333333333,931.7913
2019,20,Mid-Circuit,S? Paulo,21.016793893129773,0,BOT,Mercedes,4,20,68.545,68.232,67.874,-0.523368421,-0.278666667,-0.3347
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,HAM,Mercedes,1,1,95.851,95.634,94.779,-1.503,-0.898533333,-0.9402
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,VER,Red Bull Racing,2,2,96.39,96.275,95.139,-0.964,-0.257533333,-0.5802
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,LEC,Ferrari,3,3,96.478,95.543,95.219,-0.876,-0.989533333,-0.5002
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,BOT,Mercedes,20,4,96.2,95.674,94.973,-1.154,-0.858533333,-0.7462
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,VET,Ferrari,4,5,96.963,95.786,95.339,-0.391,-0.746533333,-0.3802
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,ALB,Red Bull Racing,5,6,96.102,96.718,95.682,-1.252,0.18546666666667022,-0.0372
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,PER,Racing Point,10,7,96.961,97.055,1000,-0.393,0.5224666666666735,904.2808
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,NOR,McLaren,6,8,97.545,96.764,96.436,0.1910000000000025,0.2314666666666625,0.7168000000000063
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,KVY,Toro Rosso,13,9,97.683,97.141,1000,0.32900000000000773,0.608466666666672,904.2808
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,SAI,McLaren,8,10,97.358,96.308,96.459,0.0040000000000048885,-0.224533333,0.7398000000000025
2019,21,Mid-Circuit,Yas Island,26.018045112781955,0,RIC,Renault,7,11,97.106,96.785,96.456,-0.248,0.2524666666666633,0.7368000000000023
